Year;Month;Day;Hour;Min;Sec;EpicentralArea;Lat;Lon;Dep;Io;Mw;ErMw
1992;2;18;3;30;9,82;Chietino;42,39;14,208;0,1;5-6;4,11;0,11
1992;2;18;9;20;27,73;Valle Umbra;42,872;12,653;0,1;5;3,48;0,18
1992;2;21;20;50;32,4;Costa croata settentrionale;45,472;14,349;;5-6;4,31;0,16
1992;3;15;23;44;31,09;Alta Valle del Volturno;41,371;13,989;0,1;5-6;3,78;0,19
1992;3;16;5;45;35,02;Alta Valle del Volturno;41,413;14,02;4,3;5-6;3,78;0,17
1992;4;6;13;8;32,83;Monti Nebrodi;37,851;14,517;11,7;5;4,73;0,1
1992;4;17;11;59;7,29;Appennino bolognese;44,432;11,011;0,1;4-5;4,11;0,12
1992;4;25;12;46;16,9;Isole Eolie;38,589;14,93;240,1;;5,12;0,1
1992;5;20;1;21;13;Garfagnana;44,181;10,255;10,5;4-5;3,14;0,19
1992;6;11;0;20;21,1;Bassa Carniola;45,88;14,98;;5-6;4,06;0,21
1992;6;13;9;32;13,44;Piana di Gioia;38,357;15,831;11,6;5-6;3,64;0,18
1992;6;17;0;47;8,31;Valli di Lanzo;45,191;7,49;0,2;4-5;3,35;0,17
1992;6;25;21;27;34,64;Isola di Panarea;38,638;15,065;259,8;;4,07;0,19
1992;7;2;11;3;34,57;Appennino campano-lucano;40,67;15,499;0,1;4-5;3,23;0,19
1992;7;11;17;21;56,84;Stretto di Sicilia;36,47;10,751;10;;4,02;0,15
1992;7;16;5;38;53,83;Chietino;42,311;14,208;1,5;5-6;4,22;0,1
1992;8;4;21;54;35,68;Tirreno meridionale;39,475;15,458;283,4;;4,36;0,22
1992;8;6;4;23;15,52;Stretto di Sicilia;37,35;13,178;24,9;;3,94;0,17
1992;8;20;0;57;23,47;Ionio settentrionale;38,84;17,889;51,7;;4,01;0,16
1992;8;25;2;25;48,38;Aquilano;42,411;13,355;13,3;5;4,11;0,14
1992;8;28;13;5;40,24;Tirreno meridionale;39,641;15,432;26,8;;4,53;0,16
1992;9;27;11;55;15,73;Sicilia centro-settentrionale;37,809;14,588;27;;4,16;0,13
1992;10;24;18;44;48,6;Monti della Laga;42,618;13,251;0,1;5;4,08;0,13
1992;11;5;13;34;27,86;Gargano;41,702;15,778;14,2;5;4,34;0,13
1992;11;24;3;47;59,81;Ionio settentrionale;38,146;18,007;10;;4,33;0,27
1992;12;20;21;48;18,01;Piana di Gioia;38,376;16,059;6,6;5;3,82;0,15
1992;12;21;23;12;18,33;Stretto di Sicilia;36,672;11,613;10;;4,11;0,17
1993;1;17;10;51;23,39;Alta Valtiberina;43,614;12,21;7,9;5;4,26;0,14
1993;3;1;12;43;13,04;Tirreno meridionale;38,545;14,567;17,3;;4,09;0,16
1993;3;15;23;43;28,95;Cuneese;44,431;7,364;10,9;5;4,06;0,12
1993;5;9;1;28;7,6;Tirreno meridionale;39,028;15,952;121,8;;4,16;0,21
1993;6;4;21;36;50,6;Valle del Topino;43,121;12,763;5,3;5-6;4,39;0,09
1993;6;5;19;16;17,02;Valle del Topino;43,121;12,724;7,7;6;4,72;0,1
1993;6;14;5;13;5,58;Etna - Ballo (Zafferana E.);37,696;15,114;;5-6;3,5;0,33
1993;6;14;12;28;36,1;Val d'Ossola;45,964;8,283;7,3;5-6;4,34;0,09
1993;6;26;17;47;52,88;Monti Madonie ?;38,036;14,164;5,1;6-7;4,92;0,1
1993;7;10;8;59;7,5;Vorarlberg, Arlberg;47,13;10,22;;5;4,28;0,33
1993;7;17;5;46;4,15;Liguria occidentale;44,213;8,243;9,9;5;3,88;0,16
1993;7;17;10;34;59,7;Liguria occidentale;44,199;8,245;12,4;5;4,34;0,09
1993;8;6;7;51;47,61;Colline Metallifere;43,291;10,944;2,3;5-6;4,03;0,12
1993;8;10;1;14;11,45;Golfo di Taranto;39,523;17,101;0,1;4-5;4,45;0,14
1993;8;16;6;40;40,69;Appennino campano-lucano;40,601;15,566;2,2;5;3,67;0,19
1993;8;31;0;16;40,64;Tirreno meridionale;39,962;15,208;342,6;;4,16;0,21
1993;9;10;16;2;32,85;Stretto di Sicilia;35,055;12,336;10;;5,26;0,1
1993;10;12;20;21;21,27;Etna - Versante nord-occidentale;37,821;14,861;18,2;4;4,23;0,15
1993;11;5;2;1;3,79;Cesenate;44,194;12,205;0,1;;3,99;0,23
1993;11;7;23;21;11,72;Cesenate;44,181;12,18;7,7;4-5;3,95;0,18
1993;11;9;13;46;24,39;Cesenate;44,141;12,269;1,5;4-5;3,93;0,17
1993;11;17;0;29;5,22;Arcipelago toscano;42,64;10,86;10;;4;0,16
1993;11;27;13;26;44,83;Tirreno meridionale;38,862;14,858;292,3;;4,79;0,18
1993;12;9;18;16;50,88;Lago d'Iseo;45,773;10,167;1;5;4,11;0,08
1993;12;29;12;45;22,5;Pollino;39,732;15,994;279,3;;4,36;0,21
1994;1;5;8;49;28,4;Monti della Laga;42,577;13,244;0,1;4-5;3,47;0,18
1994;1;5;13;24;11,37;Tirreno meridionale;39,163;15,177;290,5;;5,82;0,1
1994;1;6;12;28;53,85;Tirreno meridionale;39,612;15,577;333,5;;4,07;0,26
1994;1;7;18;30;12,46;Golfo di Taranto;40,204;17,32;30;;4,03;0,16
1994;1;20;6;59;13,49;Cuneese;44,554;7,34;8,4;5-6;4,34;0,12
1994;2;9;21;49;12,5;Val di Paglia;42,804;11,927;0,1;4-5;3,55;0,17
1994;3;21;21;41;1,92;Tirreno meridionale;39,748;15,46;278,2;;5,03;0,1
1994;3;26;0;41;18,48;Catanzarese;38,913;16,775;25,8;4-5;4,25;0,12
1994;3;31;9;41;42,8;Vorarlberg, Arlberg;47,132;10,102;;;4,02;0,1
1994;4;20;21;25;25,7;Dolomiti Friulane;46,338;12,538;8,9;5-6;4,12;0,1
1994;4;22;20;3;55,8;Costa croata settentrionale;45,066;14,85;;5;4,16;0,19
1994;5;6;19;9;49,28;Sicilia centrale;37,651;14,189;3,4;5;4,36;0,09
1994;6;2;16;41;23,61;Aquilano;42,463;13,221;3,8;4-5;3,99;0,1
1994;6;2;17;38;13,82;Aquilano;42,476;13,226;0,1;5;4,21;0,13
1994;7;23;20;57;31,84;Monti Peloritani;38,172;15,168;5;;4,71;0,33
1994;8;5;22;1;23,47;Val Roveto;41,959;13,331;3,2;5-6;4,15;0,11
1994;8;7;6;31;12,68;Val Roveto;41,993;13,347;9,9;5-6;4,25;0,1
1994;8;9;21;29;28,08;Stretto di Sicilia;36,215;12,895;39,9;;4,86;0,21
1994;10;12;4;59;13,98;Tirreno meridionale;39,748;15,394;17;;4,57;0,11
1994;10;24;23;22;47,7;Val Lagarina;45,936;11,213;3,7;5;4,15;0,1
1994;11;2;0;16;40,7;Costa croata settentrionale;45,055;14,799;;5;4,06;0,33
1994;11;27;7;26;27,62;Isole Eolie;38,382;14,845;19,3;;4,08;0,21
1994;12;14;8;55;59,3;Genevois;45,96;6,41;7;6;4,68;0,07
1995;1;4;0;47;2,28;Val Chisone;44,869;7,318;10,3;5;3,73;0,14
1995;1;24;6;53;5,48;Tirreno meridionale;39,603;14,256;297,1;;4,07;0,23
1995;2;1;20;24;6,96;Val di Pesa;43,663;11,182;10;;4,93;0,33
1995;2;10;8;15;45;Etna - Versante occidentale;37,705;14,969;10,4;5;4,31;0,37
1995;3;3;16;16;40,02;Lunigiana;44,366;10,006;13;5;4,2;0,11
1995;3;8;8;55;8,58;Ionio meridionale;37,815;15,552;8,7;;4,06;0,16
1995;3;22;20;34;12,5;Catanzarese;38,922;16,408;9,5;5-6;3,49;0,19
1995;4;11;12;6;51,62;Sicilia centrale;37,625;13,858;24;3-4;4,03;0,13
1995;4;17;3;26;17,34;Costa calabra settentrionale;39,601;17,08;5;;4,06;0,14
1995;4;21;8;2;56,15;Liguria occidentale;43,781;7,581;15,9;;4,39;0,15
1995;5;13;10;16;2,44;Adriatico centrale;43,194;15,202;12,9;;4,09;0,14
1995;5;15;14;17;41,48;Tirreno meridionale;39,644;15,441;302,6;;4,07;0,2
1995;5;22;11;16;54,1;Carniola interna;45,63;14,28;;6;4,27;0,13
1995;5;22;12;50;31,9;Carniola interna;45,64;14,3;15;;4,48;0,1
1995;5;29;6;52;27,5;Isole Egadi;38,133;12,145;;5;4,78;0,1
1995;5;29;20;44;23,74;Val d'Agri;40,272;16,047;3,4;5;4,18;0,09
1995;6;12;18;27;43,38;Campagna romana;41,865;12,519;8,7;5-6;3,79;0,1
1995;7;17;12;49;15,73;Tirreno meridionale;39,518;13,37;477,4;;4,16;0,31
1995;7;23;18;44;22,95;Isole Eolie;38,575;14,647;10,8;6;4,63;0,1
1995;8;8;7;53;44,72;Piana di Sibari;39,699;16,517;14,2;4-5;4,31;0,1
1995;8;24;17;27;33;Appennino pistoiese;44,133;10,961;;6;4,45;0,1
1995;8;27;19;42;13,49;Golfo di Patti;38,312;15,179;9;4-5;4,11;0,11
1995;9;4;17;2;54,2;Bauges;45,7;6,2;11;4;3,58;0,18
1995;9;9;22;12;17,43;Stretto di Sicilia;36,431;13,129;;;4,36;0,33
1995;9;30;10;14;33,86;Gargano;41,79;15,971;27,5;6;5,15;0,1
1995;10;5;23;51;50,1;Gargano;41,779;15,859;23,7;5;3,95;0,12
1995;10;8;9;12;36,05;Gargano;41,836;15,843;14,9;4-5;3,48;0,17
1995;10;10;6;54;21,72;Lunigiana;44,109;9,997;4,8;7;4,82;0,1
1995;10;29;8;40;28,48;Stretto di Sicilia;35,58;11,632;5;;4,76;0,14
1995;10;29;13;0;27,69;Lago d'Iseo;45,723;9,849;32,5;5-6;4,35;0,08
1995;11;21;4;4;34,57;Torinese;45,066;7,427;29,3;5-6;4,07;0,1
1995;12;5;1;1;5,97;Adriatico centrale;43,352;14,979;46,9;;4,34;0,12
1995;12;9;23;14;36,68;Langhe;44,706;7,954;10;;4,28;0,33
1995;12;27;23;44;27,69;Forlivese;44,156;12,113;12,1;5;3,97;0,13
1995;12;28;22;11;1,14;Stretto di Sicilia;36,54;13,473;41,4;;4,11;0,12
1995;12;29;0;14;15,89;Stretto di Sicilia;36,473;13,459;25,9;;4,48;0,12
1995;12;30;15;22;8,73;Fermano;43,173;13,542;5;5;4,19;0,12
1995;12;31;21;29;47,6;Appennino reggiano;44,422;10,566;10,2;4-5;4,51;0,1
1996;1;1;12;21;41,54;Maceratese;43,061;13,445;0,1;5-6;4,2;0,09
1996;1;21;12;17;14,01;Tirreno meridionale;40,048;13,138;456,5;;4,07;0,16
1996;1;22;18;37;44,36;Fermano;43,103;13,585;0,1;5;3,96;0,09
1996;1;22;23;14;0,09;Maceratese;43,035;13,442;0,1;5;3,66;0,15
1996;1;27;8;26;1,3;Dolomiti Friulane;46,314;12,575;6,1;4-5;3,9;0,11
1996;2;15;5;43;41,54;Stretto di Sicilia;36,354;12,564;35,7;;4,06;0,1
1996;2;18;4;16;33,1;Queyras;44,75;6,77;9;5;3,96;0,18
1996;2;25;1;20;0,36;Capo Vaticano;38,735;15,791;207,6;;4,78;0,1
1996;2;27;11;13;45,9;Dolomiti Friulane;46,309;12,577;9,5;5;4,27;0,07
1996;2;28;6;56;32,22;Gargano;41,861;15,935;26;5;3,68;0,13
1996;3;14;1;56;37,25;Appennino tosco-romagnolo;44,219;11,452;6,6;4-5;3,56;0,13
1996;3;31;6;8;1,1;Valle d'Aosta;45,938;7,46;;4-5;4,15;0,1
1996;4;3;13;4;34,98;Irpinia;40,661;15,454;13,9;6;4,9;0,1
1996;4;13;13;0;22,6;Dolomiti Friulane;46,312;12,559;11,5;5-6;4,43;0,07
1996;4;25;18;12;58,41;Stretto di Sicilia;36,088;12,89;16,7;;4,25;0,15
1996;4;27;0;38;26,81;Sila Greca;39,493;16,454;13,7;6-7;4,77;0,07
1996;6;1;12;28;23,23;Bassa Murgia;40,523;16,879;5,1;;4,06;0,19
1996;6;3;4;32;48,79;Ionio;37,652;18,784;28,5;;4,47;0,14
1996;6;5;1;17;41,43;Val d'Agri;40,274;15,884;0,1;4-5;3,3;0,23
1996;6;28;9;57;43;Vorarlberg, Lech am Arlberg;47,2;10,1;;5;4,07;0,15
1996;7;9;10;23;7,21;Costa abruzzese-marchigiana;42,875;14,12;6,6;;4,2;0,11
1996;7;10;10;25;16,64;Alta Valtiberina;43,382;12,338;10;;4,82;0,33
1996;7;11;19;9;26,37;Lunigiana;44,153;9,941;0,6;5;4,06;0,09
1996;7;15;0;13;30,3;Avant-Pays Savoyard;45,93;6,1;3;7;4,6;0,1
1996;7;16;12;46;14,75;Irpinia;40,672;15,418;6,4;5;3,45;0,12
1996;8;6;22;20;53,33;Valle del Crati;39,285;16,179;1,8;4-5;3,08;0,12
1996;10;15;9;55;59,95;Pianura emiliana;44,798;10,678;1,3;7;5,38;0,1
1996;10;15;10;19;44,1;Pianura emiliana;44,815;10,691;0,1;;4,1;0,12
1996;10;15;12;18;24,22;Pianura emiliana;44,803;10,677;0,5;;4,38;0,1
1996;10;16;0;24;29,1;Pianura emiliana;44,826;10,7;0,1;;4,16;0,12
1996;10;20;19;6;55,57;Appennino laziale-abruzzese;42,559;13,263;9;5;4,36;0,1
1996;10;26;4;56;54,1;Pianura emiliana;44,853;10,699;;5-6;3,94;0,1
1996;10;26;6;50;26,94;Pianura emiliana;44,776;10,88;;5-6;3,63;0,13
1996;10;27;6;10;35,36;Campi Flegrei;40,868;14,168;405,9;;4,16;0,42
1996;11;10;23;23;10,77;Tavoliere delle Puglie;41,675;15,198;7,7;5-6;4,35;0,09
1996;11;25;19;47;22,75;Liguria occidentale;44,166;8,506;15,8;;4,01;0,14
1996;11;25;19;47;53,85;Pianura emiliana;44,787;10,715;10;5-6;4,29;0,18
1996;12;2;13;1;40;Etna - C.da Luminaria (S. Venerina);37,685;15,161;;6;3,5;0,33
1996;12;14;0;18;42,79;Monti Madonie;37,821;13,899;4;5;4,27;0,1
1996;12;16;9;9;53,08;Pianura emiliana;44,814;10,693;;5-6;4,06;0,1
1996;12;21;8;46;0,71;Tirreno centrale;39,997;13,045;481,6;;5,33;0,1
1997;3;19;23;10;50,02;Sannio-Matese;41,392;14,63;7,1;6;4,52;0,07
1997;3;21;16;46;20,29;Monte Amiata;42,86;11,696;21;;4,04;0,12
1997;3;25;0;46;17,22;Ionio meridionale;37,198;15,701;24,2;4-5;4,49;0,07
1997;4;16;6;45;50,66;Appennino reggiano;44,501;10,716;15,1;;4,06;0,19
1997;4;22;3;12;3,61;Sannio-Matese;41,401;14,635;9,1;5;4,06;0,1
1997;5;12;13;50;14,63;Monti Martani;42,763;12,526;1,4;6;4,72;0,09
1997;5;12;22;13;52,5;Pianura emiliana;44,781;10,63;7,2;4-5;3,68;0,13
1997;6;9;14;10;56,89;Vibonese;38,604;16,177;11,6;6;4,27;0,09
1997;7;1;12;15;4,1;Tirreno meridionale;38,305;14,225;220,1;;4,07;0,2
1997;7;5;20;18;9,79;Ionio meridionale;37,749;16,702;56,2;;3,8;0,24
1997;7;8;8;13;42,92;Valle del Crati;39,244;16,4;26;5;4,04;0,08
1997;7;15;8;51;12,21;Appennino umbro-marchigiano;43,035;12,864;6;4-5;3,34;0,16
1997;7;30;16;6;37,4;Monti Iblei;37,202;14,771;30,3;5;4,45;0,15
1997;9;2;10;42;40,72;Etna - Zafferana Etnea;37,701;15,101;-0,6;5-6;3,5;0,33
1997;9;3;22;7;29,7;Appennino umbro-marchigiano;43,026;12,876;5,7;6;4,54;0,07
1997;9;3;23;15;42,17;Calabria meridionale;38,377;16,231;27,6;5-6;4,38;0,08
1997;9;4;0;6;8,67;Calabria meridionale;38,375;16,231;25,6;;4,01;0,13
1997;9;7;23;28;5,79;Appennino umbro-marchigiano;43,035;12,883;4,2;5-6;4,19;0,11
1997;9;9;16;54;47,5;Appennino umbro-marchigiano;43,03;12,888;4,3;5-6;3,78;0,14
1997;9;10;6;46;50,78;Appennino umbro-marchigiano;43,031;12,892;3,8;5;3,85;0,13
1997;9;26;0;33;12,88;Appennino umbro-marchigiano;43,022;12,891;3,5;7-8;5,66;0,07
1997;9;26;4;44;32,95;Perugino;43,225;12,411;4,9;;4,16;0,17
1997;9;26;9;33;48,59;Appennino umbro-marchigiano;43,016;12,815;10,5;;4,39;0,13
1997;9;26;9;40;26,6;Appennino umbro-marchigiano;43,014;12,853;9,8;8-9;5,97;0,07
1997;9;26;9;47;37,74;Appennino umbro-marchigiano;42,908;12,704;23,3;;4,95;0,15
1997;9;26;13;30;52,21;Appennino umbro-marchigiano;43,035;12,904;13,8;;4,51;0,07
1997;9;26;14;54;26,98;Appennino umbro-marchigiano;43,013;12,917;0,1;;4,31;0,07
1997;9;27;2;17;24,57;Appennino umbro-marchigiano;43,095;12,892;0,1;;4,07;0,15
1997;9;27;4;57;15,6;Appennino umbro-marchigiano;43,046;12,866;2,5;;3,9;0,15
1997;9;27;6;3;3,48;Appennino umbro-marchigiano;43,057;12,789;8,3;;4,17;0,14
1997;9;27;8;8;7,92;Appennino umbro-marchigiano;43,096;12,818;4;;4,34;0,07
1997;9;27;13;23;47,65;Appennino umbro-marchigiano;42,919;12,871;5,8;;4,16;0,19
1997;9;27;17;13;3,7;Appennino umbro-marchigiano;43,01;12,811;6,7;;4,17;0,07
1997;9;27;19;56;43,45;Appennino umbro-marchigiano;43,036;12,826;8,2;;4,31;0,07
1997;9;28;3;51;33,05;Appennino umbro-marchigiano;43,049;12,864;6,8;;3,88;0,16
1997;9;29;21;1;34,4;Val Pusteria;46,779;12,2;8,2;5;3,95;0,14
1997;10;2;4;50;13,77;Calabria meridionale;38,367;16,243;25,1;5;3,98;0,15
1997;10;2;10;59;56,53;Appennino umbro-marchigiano;43,105;12,778;8,2;;4,28;0,11
1997;10;2;19;38;2,29;Alta Valtiberina;43,627;12,172;0,9;;4,42;0,07
1997;10;2;21;38;42,65;Alta Valtiberina;43,611;12,15;15;;4,34;0,12
1997;10;3;8;55;22,07;Appennino umbro-marchigiano;43,042;12,824;12;;5,22;0,07
1997;10;4;6;4;29,45;Valnerina;42,929;12,904;0,1;;4,03;0,15
1997;10;4;6;49;59,51;Valnerina;42,925;12,903;2,8;;4,38;0,07
1997;10;4;15;7;20,94;Valnerina;42,916;12,917;5,1;;4,4;0,07
1997;10;4;16;13;32,92;Valnerina;42,916;12,905;6,1;;4,66;0,07
1997;10;4;18;47;47,78;Valnerina;42,923;12,903;6,1;;4,41;0,07
1997;10;6;23;24;53,29;Appennino umbro-marchigiano;43,027;12,846;3,9;;5,47;0,07
1997;10;7;1;24;34,51;Appennino umbro-marchigiano;43,037;12,845;4,8;;4,17;0,07
1997;10;7;4;25;55,59;Appennino umbro-marchigiano;43,01;12,865;3,2;;3,96;0,19
1997;10;7;5;9;56,87;Appennino umbro-marchigiano;43,036;12,859;1,6;;4,49;0,07
1997;10;7;19;56;7,98;Appennino umbro-marchigiano;42,98;12,878;1;;3,96;0,15
1997;10;11;3;20;57,19;Appennino umbro-marchigiano;43,104;12,789;3,4;;3,96;0,19
1997;10;12;11;8;36,57;Valnerina;42,906;12,92;0,1;;5,19;0,07
1997;10;12;11;12;29,9;Valnerina;42,92;12,921;0,4;;4,29;0,14
1997;10;12;11;14;14,12;Valnerina;42,963;13,057;;;4,16;0,19
1997;10;12;18;12;4,64;Valnerina;42,894;12,928;0,1;;4,02;0,16
1997;10;12;21;31;8,11;Valnerina;42,874;12,955;6,2;;4,34;0,07
1997;10;12;21;52;35,23;Valnerina;42,888;12,899;0,3;;4,34;0,15
1997;10;13;11;1;46,86;Valnerina;42,864;12,946;5,4;;4,33;0,07
1997;10;13;13;9;21,06;Valnerina;42,861;12,939;0,7;;4,36;0,07
1997;10;14;15;23;10,64;Valnerina;42,898;12,898;7,3;;5,62;0,07
1997;10;14;16;24;41,97;Valnerina;42,922;12,896;5;;4,07;0,16
1997;10;14;19;34;18,55;Valnerina;42,873;12,998;3,2;;4,02;0,17
1997;10;14;23;23;29,73;Appennino umbro-marchigiano;42,956;12,872;4,1;;4,4;0,15
1997;10;15;11;51;46,33;Valnerina;42,932;12,918;2,2;;4,36;0,14
1997;10;15;18;49;54,95;Appennino umbro-marchigiano;43,014;12,858;2,1;;3,9;0,12
1997;10;15;22;53;10,54;Valnerina;42,924;12,918;1;;4,36;0,07
1997;10;16;2;23;37,91;Valnerina;42,921;12,941;2,1;;4,34;0,07
1997;10;16;4;52;55,7;Appennino umbro-marchigiano;42,939;12,909;2,8;;4,05;0,07
1997;10;16;12;0;31,35;Appennino umbro-marchigiano;43,043;12,884;2,3;;4,33;0,07
1997;10;16;17;31;44,42;Valnerina;42,87;13,012;1,5;;4,26;0,07
1997;10;17;14;23;45,34;Valnerina;42,875;12,966;0,8;;4,24;0,07
1997;10;19;16;0;17,6;Appennino umbro-marchigiano;42,971;12,848;3,8;;4,23;0,07
1997;10;23;8;58;43,96;Appennino umbro-marchigiano;43,027;12,923;3,1;;3,86;0,19
1997;10;25;3;8;6,08;Valnerina;42,817;13,059;1,4;;4,27;0,07
1997;10;29;12;2;45;Etna - Fossa Dell'Acqua (Acireale);37,621;15,136;;5-6;3,15;0,31
1997;10;31;4;23;42,8;Préalpes de Digne;44,27;6,55;6;5;4,27;0,07
1997;11;6;2;20;26,8;Monti Tiburtini;41,988;12,769;24,1;5-6;4,19;0,09
1997;11;8;15;31;53,71;Valnerina;42,863;12,974;0,2;;4,61;0,12
1997;11;9;16;34;48,65;Valnerina;42,872;12,976;5;;3,86;0,19
1997;11;9;19;7;33,27;Valnerina;42,846;12,988;1,5;;4,87;0,07
1997;11;10;22;22;34,23;Valnerina;42,826;12,964;4,7;;4;0,15
1997;11;11;7;27;56;Etna - S. Maria la Stella  (Aci S. Antonio);37,639;15,134;-1,1;5-6;3,03;0,31
1997;11;11;18;44;13,32;Etna - S. Maria la Stella  (Aci S. Antonio);37,637;15,137;-0,7;5-6;3,38;0,32
1997;11;24;19;4;55,64;Sannio-Matese;41,385;14,631;6,3;5;3,88;0,14
1997;11;27;7;2;35,13;Appennino umbro-marchigiano;42,949;12,908;0,5;;4,1;0,14
1997;11;30;11;24;42,43;Valnerina;42,842;12,99;3,4;;4,34;0,07
1997;12;3;8;28;36,46;Etna - Versante sud-occidentale;37,7;14,975;9,6;5;3,38;0,32
1997;12;7;6;34;24,35;Appennino umbro-marchigiano;43,02;12,904;2,5;;3,94;0,16
1997;12;9;1;36;36,5;Friuli;46,368;13,225;8,3;4-5;2,79;0,17
1997;12;13;4;30;7,71;Tirreno meridionale;38,919;13,868;410,8;;4,36;0,16
1997;12;24;9;40;7;Etna - Versante meridionale;37,75;14,965;4,1;6;4,08;0,36
1997;12;24;17;53;10,12;Garfagnana;44,168;10,487;16;5;4,33;0,07
1997;12;31;16;2;15,11;Valnerina;42,848;12,998;1,6;;4,3;0,07
1998;1;2;7;31;33,11;Appennino umbro-marchigiano;42,966;12,811;3,6;;3,89;0,16
1998;1;10;8;45;18;Etna - Versante sud-occidentale;37,747;14,94;7,1;6-7;3,96;0,35
1998;1;17;12;32;46,74;Golfo di Castellammare;38,377;12,752;10,3;;4,83;0,07
1998;1;26;23;17;13,34;Adriatico centrale;42,42;16,147;10;;4,41;0,17
1998;2;7;0;59;44,54;Appennino umbro-marchigiano;43,004;12,822;0,1;;4,41;0,07
1998;2;8;1;12;35,63;Aspromonte;38,133;15,828;24,8;5;3,91;0,11
1998;2;16;13;45;19;Valnerina;42,845;13,014;4,6;;3,75;0,15
1998;2;21;2;21;13,3;Pianura emiliana;44,777;10,723;19,8;5;3,93;0,1
1998;3;7;3;27;4,31;Isernino;41,59;14,365;11;5;3,75;0,14
1998;3;13;15;14;56,4;Carniola interna;45,61;14,26;18,9;;4,25;0,07
1998;3;21;16;45;9,21;Appennino umbro-marchigiano;42,948;12,914;1;;5;0,07
1998;3;21;17;57;52,03;Appennino umbro-marchigiano;42,954;12,915;0,5;;4,02;0,13
1998;3;22;13;2;24,48;Appennino umbro-marchigiano;42,957;12,912;3,8;;3,86;0,17
1998;3;26;16;26;17,03;Appennino umbro-marchigiano;43,145;12,809;44,8;;5,26;0,07
1998;4;3;7;26;36,97;Appennino umbro-marchigiano;43,185;12,756;1,9;;5,1;0,07
1998;4;3;7;59;52,87;Appennino umbro-marchigiano;43,193;12,755;3,8;;4,28;0,07
1998;4;3;8;20;42,76;Appennino umbro-marchigiano;43,212;12,76;3,6;;3,9;0,15
1998;4;5;15;52;21,01;Appennino umbro-marchigiano;43,189;12,767;4,4;;4,78;0,07
1998;4;7;21;36;55,3;Valle dell'Ofanto;41,104;15,805;0,8;5;4,31;0,13
1998;4;12;10;55;32,3;Slovenia nord-occidentale;46,31;13,63;7,6;8;5,64;0,07
1998;4;26;5;38;5,59;Potentino;40,637;15,829;3,6;4-5;3,76;0,11
1998;5;6;2;52;58,1;Slovenia nord-occidentale;46,28;13,7;;;4,3;0,07
1998;5;12;21;46;30,46;Monti Simbruini;41,967;13,305;11,4;5;3,77;0,14
1998;5;18;17;19;5,46;Tirreno meridionale;39,295;15,111;287,5;;5,41;0,07
1998;5;20;9;55;56,98;Tirreno meridionale;38,41;12,679;17,8;;4,17;0,1
1998;5;20;11;7;41,83;Colline Metallifere;43,081;10,81;7,5;4-5;4,19;0,09
1998;5;22;11;54;43;Etna - Nicolosi;37,608;15,03;-1,3;6;3,5;0,33
1998;5;28;9;32;19,5;Friuli;46,295;13,05;10,1;5;4,01;0,11
1998;6;1;13;57;10,41;Appennino umbro-marchigiano;43,186;12,779;3,1;;4,02;0,14
1998;6;2;23;11;23;Appennino umbro-marchigiano;43,185;12,785;3,2;;4,25;0,07
1998;6;5;21;53;12,34;Appennino umbro-marchigiano;43,184;12,793;2,2;;4,19;0,12
1998;6;17;12;42;0,19;Tirreno meridionale;38,468;12,721;10;;4,34;0,1
1998;6;20;2;25;47,42;Tirreno meridionale;38,436;12,777;5;;5,17;0,07
1998;6;20;11;15;13,7;Tirreno meridionale;38,384;12,629;10;;4,16;0,17
1998;6;21;9;0;48,49;Tirreno meridionale;38,445;12,661;7,1;;4,63;0,07
1998;6;21;12;59;4,01;Tirreno meridionale;38,434;12,692;10;;4,63;0,07
1998;6;25;0;32;52,55;Appennino umbro-marchigiano;42,982;12,769;8,3;;3,98;0,07
1998;7;7;1;59;51,92;Ionio settentrionale;39,307;17,591;20;;4,05;0,12
1998;7;7;8;22;42,19;Golfo di Taranto;39,831;17,932;25,7;;4,08;0,3
1998;8;11;5;22;59,64;Appennino umbro-marchigiano;43,172;12,789;4;;3,26;0,19
1998;8;15;5;18;8,89;Reatino;42,362;13,056;2,9;5-6;4,42;0,07
1998;8;15;9;39;17,86;Isernino;41,537;14,335;2;5;3,54;0,14
1998;8;28;10;41;54,75;Ionio meridionale;37,566;16,448;10;;4,46;0,19
1998;8;31;2;32;5;Slovenia centrale;45,93;14,88;15,4;;4,31;0,07
1998;9;9;6;20;15,23;Appennino lucano;40,015;15,924;16,1;;4,01;0,14
1998;9;9;11;28;0,34;Appennino lucano;40,06;15,949;29,2;6-7;5,53;0,07
1998;9;14;5;24;47,08;Tirreno meridionale;38,549;13,457;5;;5;0,07
1998;9;17;5;29;44;Slovenia centrale;46,07;14,77;;;4,16;0,19
1998;9;22;23;23;38,87;Gargano;41,792;15,808;32,1;;4,32;0,14
1998;9;23;18;44;2,65;Appennino lucano;40,007;15,994;12,7;;4,02;0,16
1998;9;24;19;18;32,65;Appennino lucano;40,02;15,972;19,1;;4,02;0,13
1998;11;8;22;33;41,99;Appennino lucano;40,049;15,844;12,2;5-6;3,8;0,14
1998;12;13;22;58;9,13;Tirreno meridionale;39,661;13,425;472,8;;4,07;0,17
1999;1;16;0;19;41,29;Appennino lucano;40,031;15,889;13;5-6;3,95;0,12
1999;1;17;19;32;17,43;Ionio settentrionale;39,172;17,535;37,5;;4,62;0,09
