Year;Month;Day;Hour;Min;Sec;EpicentralArea;Lat;Lon;Dep;Io;Mw;ErMw
1999;1;25;22;45;58,08;Appennino forlivese;43,98;11,962;27,9;5;4,36;0,07
1999;2;14;4;41;11,6;Canale di Sicilia;36,151;10,8;34,5;;4,28;0,11
1999;2;14;11;45;53,99;Golfo di Patti;38,226;15,021;20,6;6;4,66;0,07
1999;3;14;22;1;21,35;Appennino lucano;40,001;15,954;7,1;5;3,66;0,14
1999;3;31;9;43;10,08;Monti Iblei;36,895;15,037;32,9;;4,18;0,3
1999;4;5;7;51;58,33;Irpinia;40,757;15,324;14,4;4-5;3,99;0,1
1999;4;11;9;49;22,75;Appennino lucano;40,007;16,042;12,2;;4,16;0,17
1999;4;12;5;33;40,98;Sicilia centrale;37,418;14,244;24,9;;4,16;0,19
1999;5;2;4;54;19,3;Appennino lucano;39,959;15,888;15,9;4-5;3,65;0,16
1999;5;13;16;6;52,3;Slovenia nord-occidentale;46,27;13,61;;5-6;4,06;0,19
1999;6;2;10;36;59,97;Tirreno meridionale;38,564;14,121;20,8;;4,16;0,1
1999;7;7;17;16;12,59;Frignano;44,292;10,852;11,5;5;4,67;0,07
1999;8;5;14;57;38,4;Etna - Versante sud-occidentale;37,673;14,873;;6;4;0,36
1999;8;30;20;52;44,74;Sicilia centro-orientale;37,532;14,638;28,6;;4,86;0,19
1999;9;14;15;47;24,77;Golfo di Policastro;39,841;15,22;297,7;;4,66;0,07
1999;9;20;6;56;59,98;Tirreno meridionale;38,414;15,7;180,8;;4,07;0,2
1999;10;9;5;41;5,47;Area vesuviana;40,789;14,377;11,3;5;3,24;0,17
1999;10;10;15;35;51,91;Alto Reatino;42,647;13,22;4,6;4-5;4,21;0,07
1999;10;14;13;23;51,48;Ionio meridionale;37,317;15,832;3,1;;4,36;0,19
1999;10;20;22;19;10,37;Ionio meridionale;37,222;15,957;10,8;;4,06;0,19
1999;10;23;2;6;0,9;Tirreno meridionale;38,877;14,675;308,5;;4,88;0,07
1999;11;29;3;20;33,86;Monti della Laga;42,834;13,174;6,5;5-6;4,15;0,09
1999;12;1;18;21;35,9;Tirreno meridionale;39,379;15,629;269,3;;4,16;0,15
1999;12;10;21;18;59,98;Tirreno meridionale;38,355;11,841;7;;4,07;0,17
1999;12;26;14;19;49,87;Etna - C.da Ilice Carlino (Milo);37,703;15,102;;5-6;3,27;0,32
1999;12;28;4;26;49,14;Crotonese;39,308;17,056;6,8;4-5;3,99;0,22
1999;12;29;20;42;34,8;Alpi Retiche;46,55;10,304;;;4,78;0,07
1999;12;30;18;34;39,33;Tirreno meridionale;38,302;11,953;17,2;;4,83;0,07
1999;12;31;4;55;53,9;Alpi Retiche;46,554;10,335;;;4,11;0,07
2000;1;7;12;0;40,1;Tirreno meridionale;38,385;11,922;3,2;;4,53;0,1
2000;1;11;8;20;53,38;Etna - S. Alfio;37,746;15,142;4,5;6-7;3,38;0,32
2000;2;12;20;34;9,02;Golfo di Policastro;39,807;15,49;283;;4,26;0,16
2000;3;11;10;35;27,49;Valle dell'Aniene;41,964;13,013;9;6;4,25;0,07
2000;3;17;3;52;44,05;Calabria meridionale;37,953;15,951;7,9;5;4,05;0,09
2000;3;30;9;32;25,03;Tirreno meridionale;39,514;15,667;198;;4,88;0,07
2000;4;1;18;8;3,68;Monte Amiata;42,831;11,691;1,6;6;4,52;0,07
2000;4;6;17;40;36,7;Alpi Retiche;46,537;10,339;;;4,02;0,07
2000;4;22;11;13;47,24;Tirreno meridionale;39,182;15,162;286,8;;4,26;0,15
2000;4;26;13;28;41,08;Tirreno centrale;40,929;10,077;10;;4,3;0,13
2000;4;26;13;37;46,78;Tirreno centrale;40,955;10,097;1;;4,77;0,07
2000;5;1;13;20;53,57;Stretto di Sicilia;36,561;10,955;10;;4,03;0,12
2000;5;2;8;48;50,89;Faentino;44,203;11,924;0,1;;4,1;0,07
2000;5;6;22;7;3,78;Faentino;44,243;11,973;28,7;5;4,08;0,07
2000;5;7;0;44;50,17;Faentino;44,202;11,884;6,4;;4,57;0,07
2000;5;8;12;29;56,2;Faentino;44,279;11,917;25,5;5;4,67;0,07
2000;5;9;17;51;21,02;Faentino;44,235;11,919;23,2;;4,22;0,07
2000;5;10;16;52;11,6;Faentino;44,243;11,932;23,1;5-6;4,82;0,07
2000;5;11;11;57;16,32;Faentino;44,274;11,904;26;;4,16;0,07
2000;5;12;11;26;39,23;Faentino;44,315;11,939;11,3;;4,29;0,07
2000;5;22;15;48;21,4;Valle dell'Aniene;41,927;12,966;0,1;5-6;3,45;0,15
2000;5;28;9;29;11,41;Valle dell'Aniene;41,969;13,017;20;6;3,88;0,13
2000;5;29;14;25;32,48;Golfo di Patti;38,139;15,141;9,2;4-5;3,66;0,21
2000;6;11;23;0;35,08;Monte Subasio;43,06;12,649;;;4,28;0,3
2000;6;18;7;42;7,68;Pianura emiliana;44,785;10,746;25,6;5-6;4,4;0,07
2000;6;18;8;14;23,95;Pianura emiliana;44,693;10,633;12,1;;4,88;0,3
2000;6;22;12;16;35,58;Bacino di Gubbio;43,345;12,433;39,6;5;4,47;0,07
2000;6;22;13;57;52,44;Appennino umbro-marchigiano;43,11;12,886;8,9;;4,68;0,3
2000;6;27;4;7;55,38;Tirreno centrale;40,914;10,114;10;;4,31;0,07
2000;6;27;6;39;20,91;Reatino;42,459;12,746;13,4;;4,08;0,3
2000;6;27;7;32;31,75;Valle dell'Aniene;41,968;13,017;0,1;6;4,24;0,07
2000;6;27;7;54;39,04;Valle dell'Aniene;41,802;12,923;1,7;;4,28;0,3
2000;7;12;8;34;59,66;Tirreno meridionale;39,452;15,262;295,4;;4,07;0,16
2000;8;1;2;34;31;Montefeltro;43,905;12,337;26,5;5-6;4,27;0,07
2000;8;1;7;5;8,11;Capo Vaticano;38,654;15,887;6;;4,48;0,3
2000;8;3;9;47;21,28;Valle del Crati;39,492;16,291;11,7;5-6;4,02;0,11
2000;8;3;9;56;40,85;Liguria occidentale;44,257;8,189;9,4;;4,28;0,3
2000;8;8;21;40;7,08;Appennino umbro-marchigiano;42,991;12,796;34,2;;4,08;0,3
2000;8;11;4;33;48,84;Appennino umbro-marchigiano;43,266;12,744;2,9;4-5;3,58;0,15
2000;8;18;11;22;11,68;Ionio meridionale;36,961;16,275;14,3;;4,06;0,19
2000;8;21;17;14;;Monferrato;44,911;8,38;;6;4,94;0,07
2000;8;30;13;45;16,53;Isole Tremiti;42,139;15,535;10;;4,23;0,14
2000;9;2;5;17;2,41;Appennino umbro-marchigiano;43,174;12,922;46,1;5;4,4;0,07
2000;10;3;1;12;36,56;Frignano;44,333;10,656;11,1;5;4,22;0,07
2000;10;24;7;52;23,7;Monti Sibillini;43,002;13,251;20,8;5;4,11;0,07
2000;10;25;8;42;2,23;Marsica;41,847;13,772;7,6;5;3,9;0,1
2000;11;5;17;26;27,04;Etna - Versante meridionale;37,682;14,953;13,1;5-6;3,85;0,35
2000;11;7;9;23;19,8;Tirreno meridionale;38,719;14,079;2,7;;4,06;0,19
2000;11;13;17;28;23,63;Valle dell'Aniene;41,971;12,99;3,9;5;3,57;0,14
2000;11;15;21;33;23,18;Aquilano;42,441;13,284;8,6;5;3,22;0,17
2000;12;16;7;31;7,66;Ternano;42,516;12,586;9,1;5-6;4,29;0,07
2001;1;4;22;20;59,01;Tirreno meridionale;38,915;14,781;309,1;;4,56;0,07
2001;1;9;2;51;58,31;Etna - Zafferana Etnea;37,7;15,106;3,4;6;3,73;0,34
2001;2;6;22;28;44,36;Mar Ligure;44,071;8,646;13,1;4-5;4,17;0,07
2001;2;25;18;34;40,69;Mar Ligure;43,467;7,472;10;;4,44;0,07
2001;3;3;1;54;54,54;Tirreno centrale;40,884;9,99;25,3;;4;0,07
2001;3;23;0;50;16,08;Sabina;42,256;12,568;4;5;3,77;0,13
2001;4;16;8;51;53,56;Appennino umbro-marchigiano;43,246;12,793;2,6;4-5;3,57;0,16
2001;4;22;13;56;34,32;Etna - Versante occidentale;37,732;14,929;7,8;6;4,19;0,07
2001;5;3;21;41;35,72;Etna - Ragalna;37,635;14,948;-1,7;6;3,38;0,32
2001;5;8;3;52;59,26;Monti Nebrodi;38,164;14,902;33,1;4-5;3,6;0,12
2001;5;9;9;29;49,44;Stretto di Sicilia;36,763;12,369;;;4,56;0,19
2001;5;17;11;43;57,9;Tirreno meridionale;38,959;15,529;239,3;4;4,97;0,07
2001;5;19;13;53;48,44;Ionio settentrionale;37,931;17,55;16,8;;5,36;0,19
2001;5;26;6;2;18,56;Ionio meridionale;37,402;16,313;21,7;;4,46;0,07
2001;6;3;6;43;42,47;Ionio meridionale;36,099;15,846;;;4,26;0,19
2001;7;2;10;4;43,18;Tavoliere delle Puglie;41,783;15,372;22,8;5;4,26;0,07
2001;7;13;3;13;33,12;Etna - Versante orientale;37,712;15,053;2,5;;3,73;0,34
2001;7;13;3;15;31;Etna - Versante meridionale;37,688;14,938;-0,7;6-7;4;0,36
2001;7;13;5;11;47,78;Etna - Area sommitale;37,74;15,004;-1,3;;3,5;0,33
2001;7;14;3;4;51,5;Etna - Versante orientale;37,688;15,052;;;3,62;0,34
2001;7;14;5;53;17,45;Etna - C.da Calcerana (Adrano);37,684;14,902;-0,2;6;3,5;0,33
2001;7;14;7;38;14,86;Etna - Versante orientale;37,688;15,057;1;;3,62;0,34
2001;7;14;8;54;8,67;Etna - Versante orientale;37,712;15,053;3;;3,73;0,34
2001;7;14;8;57;33;Etna - Versante orientale;37,707;15,035;0,4;;3,5;0,33
2001;7;14;16;52;36,28;Etna - Versante orientale;37,685;15,044;-0,5;;3,5;0,33
2001;7;15;0;14;17,05;Etna - Versante sud-occidentale;37,689;14,957;0,9;;3,62;0,34
2001;7;15;3;12;5,42;Etna - Versante sud-occidentale;37,697;14,951;0,6;;3,62;0,34
2001;7;15;3;28;21,04;Etna - Versante sud-occidentale;37,649;14,961;-1,4;;3,5;0,33
2001;7;15;4;57;30,79;Etna - Versante orientale;37,7;15,05;0,8;;3,62;0,34
2001;7;15;4;57;48,2;Etna - Versante orientale;37,708;15,05;1,4;;3,73;0,34
2001;7;15;7;45;30,53;Etna - Area sommitale;37,735;15,001;-1,2;;3,73;0,34
2001;7;15;9;0;58,87;Etna - Versante occidentale;37,702;14,872;4,4;;3,62;0,34
2001;7;15;15;2;36,88;Etna - Versante sud-occidentale;37,678;14,968;0,4;;3,5;0,33
2001;7;16;15;8;24,93;Etna - Area sommitale;37,712;15,006;-1,7;;3,62;0,34
2001;7;16;20;27;2,68;Etna - Area sommitale;37,717;15,012;-2,2;;3,62;0,34
2001;7;16;23;19;50,36;Etna - Area sommitale;37,716;15,003;-0,4;;3,85;0,35
2001;7;17;0;59;43,86;Etna - Area sommitale;37,715;15,008;-1,8;;3,62;0,34
2001;7;17;2;40;8,04;Etna - Area sommitale;37,714;15,008;-1,7;;3,62;0,34
2001;7;17;5;33;0,26;Etna - Area sommitale;37,717;15,007;-2,3;;3,96;0,35
2001;7;17;8;25;6,55;Etna - Versante sud-occidentale;37,653;14,962;-1,7;;3,5;0,33
2001;7;17;10;8;17,75;Etna - Area sommitale;37,717;14,999;-1;;3,62;0,34
2001;7;17;10;48;31,41;Etna - Area sommitale;37,71;15,005;0,4;;3,5;0,33
2001;7;17;13;40;18,98;Etna - Area sommitale;37,708;15,007;-1,9;;3,5;0,33
2001;7;17;13;46;15,57;Etna - Versante orientale;37,681;15,055;-1,5;;3,62;0,34
2001;7;17;15;6;15,27;Val Venosta;46,697;11,074;0,1;5-6;4,78;0,07
2001;7;18;22;47;10,71;Monferrato;44,801;8,427;21,1;5;4,23;0,07
2001;7;22;12;32;13,76;Etna - Versante orientale;37,681;15,069;-0,2;5;3,5;0,33
2001;8;17;3;15;9,92;Tirreno meridionale;38,345;14,713;233,6;;4,46;0,17
2001;8;20;22;44;58,92;Etna - Versante orientale;37,711;15,114;4,2;5;3,5;0,33
2001;8;30;13;51;39,81;Ionio meridionale;36,375;15,31;12,1;;4,08;0,3
2001;9;14;18;53;36,03;Ionio meridionale;37,613;16,139;56,4;;4,16;0,19
2001;9;23;21;16;56,97;Golfo di Taranto;39,767;18,001;23,5;;4,96;0,19
2001;10;18;11;2;46,25;Valle del Crati;39,263;16,361;5,8;5;4,28;0,07
2001;10;18;18;9;30,79;Valle del Salto;42,291;13,153;56,5;;4,43;0,07
2001;10;28;9;3;58,52;Etna - S. Maria Ammalati (Acireale);37,656;15,157;1,2;6;3,3;0,32
2001;11;7;9;40;46,01;Tirreno centrale;41,409;10,126;31,2;;4,35;0,07
2001;11;25;19;34;19,95;Monti Madonie;37,841;13,97;9,4;4-5;4,69;0,07
2001;11;26;0;56;55,46;Casentino;43,6;12,108;5,5;5-6;4,63;0,07
2001;12;20;1;54;9,07;Valle dell'Aniene;41,9;12,972;17,4;5;3,96;0,1
2002;2;14;3;18;2,48;Carnia;46,392;13,117;11,3;5-6;4,67;0,07
2002;2;21;14;36;;Casentino;43,76;12,033;;5;4,09;0,07
2002;3;10;12;39;40,74;Tirreno meridionale;39,121;15,254;279,3;;4,07;0,15
2002;3;24;23;5;34,94;Etna - Versante orientale;37,72;15,104;4,7;6;3,27;0,32
2002;4;5;4;51;25,93;Isole Eolie;38,51;15,137;17,6;;4,06;0,11
2002;4;5;4;52;20,52;Isole Eolie;38,446;15,064;10;5-6;4,49;0,07
2002;4;5;14;54;15,23;Sila;39,232;16,668;11,8;4;4,16;0,1
2002;4;17;6;42;54,66;Costa calabra settentrionale;39,683;16,879;3,9;;4,84;0,07
2002;4;18;20;56;48,67;Appennino lucano;40,584;15,546;7,8;5;4,34;0,07
2002;4;21;23;39;49,84;Appennino Lucano;40,566;15,531;10,7;4;3,17;0,16
2002;6;8;20;13;7,1;Frignano;44,274;10,617;32,4;4;4,23;0,07
2002;6;18;22;23;38,1;Frignano;44,395;10,683;32,1;4;4,3;0,07
2002;6;19;22;11;15,57;Frignano;44,413;10,681;31,9;3;4,03;0,07
2002;7;8;8;12;1,87;Irpinia;40,711;15,284;14,5;;4,06;0,19
2002;9;6;1;21;27,25;Tirreno meridionale;38,364;13,687;9,6;6;5,92;0,07
2002;9;6;1;33;16,59;Tirreno meridionale;38,421;13,607;22,4;;4,37;0,11
2002;9;6;1;39;52;Tirreno meridionale;38,407;13,676;10,7;;4,11;0,13
2002;9;6;1;45;31,37;Tirreno meridionale;38,407;13,732;18,9;;4,72;0,07
2002;9;6;6;15;55,16;Tirreno meridionale;38,441;13,58;23,4;;4,14;0,1
2002;9;6;14;22;31,8;Tirreno meridionale;38,532;13,757;21,5;;4,02;0,14
2002;9;10;2;32;52,76;Tirreno meridionale;38,398;13,563;31;;4,36;0,07
2002;9;11;14;35;17,94;Tirreno meridionale;38,493;13,768;20;;4,07;0,1
2002;9;12;3;2;42,45;Tirreno meridionale;38,417;13,632;27;;4,32;0,1
2002;9;20;23;6;4,92;Tirreno meridionale;38,383;13,695;22,3;;4,73;0,07
2002;9;22;16;1;50,22;Etna - Piano Provenzana (Linguaglossa);37,803;15,077;1,3;6;3,85;0,35
2002;9;27;6;10;45,93;Tirreno meridionale;38,376;13,694;22,2;;5,1;0,07
2002;9;28;2;46;48,01;Tirreno meridionale;38,367;13,691;26,1;;4,59;0,07
2002;10;2;22;57;27,39;Tirreno meridionale;38,368;13,68;26,6;;4,85;0,07
2002;10;18;17;25;12,15;Tirreno meridionale;39,31;13,747;6,9;;4,25;0,1
2002;10;27;0;7;29,91;Etna - Area sommitale;37,752;14,986;2,1;;3,73;0,34
2002;10;27;0;10;28,11;Etna - Area sommitale;37,764;15,009;-1,5;;3,5;0,33
2002;10;27;1;13;32,61;Etna - Area sommitale;37,773;14,997;1,2;;3,5;0,33
2002;10;27;1;28;17,8;Etna - Versante nord-orientale;37,819;15,049;-0,2;;3,73;0,34
2002;10;27;1;58;10,35;Etna - Versante nord-occidentale;37,762;14,951;-2,3;;4,31;0,37
2002;10;27;2;29;28,17;Etna - Piano Provenzana (Linguaglossa);37,79;15,019;-2,4;;3,73;0,34
2002;10;27;2;39;9,54;Etna - Piano Provenzana (Linguaglossa);37,794;15,025;-2,1;;3,5;0,33
2002;10;27;2;42;11,83;Etna - Versante nord-orientale;37,808;15,103;1,3;;3,62;0,34
2002;10;27;2;50;24,05;Etna - Piano Provenzana (Linguaglossa);37,802;15,04;-2,2;8;4,84;0,07
2002;10;27;5;31;11,32;Etna - Piano Provenzana (Linguaglossa);37,789;15,026;-0,2;;3,5;0,33
2002;10;27;6;6;55,07;Etna - Piano Provenzana (Linguaglossa);37,794;15,033;-1,1;;3,62;0,34
2002;10;27;7;32;6,48;Etna - Piano Provenzana (Linguaglossa);37,794;15,031;1,5;;4,49;0,07
2002;10;29;10;2;20,12;Etna - Bongiardo (S. Venerina);37,674;15,143;-0,6;8;4,75;0,07
2002;10;29;10;56;9,32;Etna - Piano Pernicana (Lingualossa);37,809;15,072;-0,3;;3,85;0,35
2002;10;29;11;2;35,33;Etna - Piano Pernicana (Linguaglossa);37,803;15,09;1,5;6-7;4,1;0,36
2002;10;29;15;49;50,5;Etna - Versante nord-orientale;37,812;15,045;0,7;;4,08;0,36
2002;10;29;16;39;46,61;Etna - Scillichenti (Acireale);37,649;15,172;;6-7;4,23;0,07
2002;10;29;17;14;50,9;Etna - Milo;37,716;15,121;-0,1;7-8;3,9;0,35
2002;10;31;10;32;59,05;Molise;41,716;14,893;25,1;7-8;5,74;0,07
2002;10;31;13;3;48;Molise;41,698;14,842;15,5;;4,16;0,19
2002;11;1;15;9;1,92;Molise;41,741;14,843;21,3;7;5,72;0,07
2002;11;1;15;19;53,79;Molise;41,717;14,837;13,5;;4,11;0,13
2002;11;1;17;21;31,31;Molise;41,737;14,841;26,5;;4,47;0,07
2002;11;1;18;1;42,14;Etna - Piano Pernicana (Lingualossa);37,801;15,053;;;3,62;0,34
2002;11;1;22;43;59,66;Molise;41,682;14,791;30,4;;3,96;0,19
2002;11;2;2;37;1,42;Molise;41,758;14,841;21,2;;4,02;0,17
2002;11;2;6;21;44,82;Molise;41,691;14,811;8,4;;3,96;0,19
2002;11;2;10;57;44,89;Ferrarese;44,593;12,143;24,5;4;4,21;0,1
2002;11;2;23;27;59,7;Molise;41,738;14,904;19,2;;4,19;0,12
2002;11;3;10;21;59,26;Etna - Versante nord-orientale;37,814;15,071;-0,1;;3,73;0,34
2002;11;4;0;35;46,88;Molise;41,75;14,837;22,2;;4,45;0,13
2002;11;4;3;26;30,62;Molise;41,764;14,823;21,1;;4,26;0,19
2002;11;4;3;49;27,59;Molise;41,761;14,834;10,4;;3,86;0,19
2002;11;4;9;28;21,3;Molise;41,753;14,873;0,4;;3,86;0,19
2002;11;5;23;10;40,98;Molise;41,724;14,94;0,1;;3,86;0,19
2002;11;7;21;35;44,27;Tirreno meridionale;38,405;13,587;25,9;;4,24;0,1
2002;11;9;13;40;30,68;Molise;41,688;14,851;24;;3,86;0,19
2002;11;10;12;23;37,53;Molise;41,693;14,84;26;;3,76;0,15
2002;11;12;9;27;48,57;Molise;41,689;14,786;28,9;5-6;4,57;0,07
2002;11;13;2;52;11,82;Molise;41,69;14,821;28,6;;3,86;0,19
2002;11;13;10;48;3,19;Franciacorta;45,65;10,141;10;5;4,21;0,07
2002;11;17;5;4;15,56;Tirreno meridionale;38,537;13,906;28,6;;4,76;0,19
2002;11;24;6;59;59,08;Etna - Versante orientale;37,69;15,109;3,8;6;3,7;0,34
2002;12;1;9;20;0,46;Stretto di Sicilia;36,219;11,316;10;;4,16;0,19
2002;12;1;9;26;22,73;Stretto di Sicilia;35,829;11,352;10;;4,26;0,19
2002;12;1;16;18;3,35;Tirreno meridionale;38,826;14,724;299;;4,26;0,15
2002;12;2;12;28;13,29;Etna - Macchia (Giarre);37,711;15,151;-2,2;6;3,2;0,32
2002;12;2;20;52;59,44;Molise;41,684;14,85;19,9;;4,1;0,11
2002;12;8;19;11;0,9;Tirreno meridionale;38,409;13,639;25,7;;4,1;0,15
2002;12;24;1;12;58,08;Etna - Piano Pernicana (Lingualossa);37,806;15,067;1,9;;3,96;0,35
2003;1;26;19;57;3,21;Appennino forlivese;43,883;11,96;6,5;6;4,66;0,07
2003;1;26;20;1;15,42;Appennino forlivese;43,887;11,95;6,7;;4,19;0,07
2003;1;26;20;15;3,07;Appennino forlivese;43,875;11,959;7;5-6;4,5;0,07
2003;1;27;4;3;46,57;Molise;41,71;14,766;5;5;3,84;0,16
2003;1;29;23;50;16,38;Appennino forlivese;43,898;11,926;9,7;4-5;4,06;0,08
2003;2;13;5;32;41,59;Etna - Piano Pernicana (Linguaglossa);37,808;15,073;1,7;6;2,57;0,28
2003;3;27;16;10;36,25;Adriatico centrale;43,134;15,325;10;;4,82;0,07
2003;3;27;16;13;35,33;Adriatico centrale;43,215;15,209;10;;4,08;0,16
2003;3;29;17;42;13,74;Adriatico centrale;43,135;15,339;7,9;;5,43;0,07
2003;3;30;0;56;22,89;Adriatico centrale;43,142;15,197;5,4;;4,24;0,07
2003;3;30;11;9;59,12;Adriatico centrale;43,112;15,306;4,8;;4,62;0,07
2003;3;31;19;36;27,49;Adriatico centrale;43,124;15,272;10;;4,47;0,07
2003;4;3;22;30;10,27;Adriatico centrale;43,16;15,242;10;;4,29;0,07
2003;4;11;9;26;57,78;Valle Scrivia;44,758;8,868;8,2;6-7;4,81;0,07
2003;4;26;8;20;42,96;Adriatico centrale;43,162;15,291;10;;4,4;0,07
2003;4;27;19;12;38,68;Adriatico centrale;43,189;15,242;10;;4,3;0,07
2003;4;28;20;12;36,29;Molise;41,691;14,847;9,9;4-5;3,64;0,17
2003;4;29;15;13;6,24;Adriatico centrale;43,168;15,271;10;;4,43;0,07
2003;5;5;6;16;38,37;Adriatico centrale;43,154;15,26;10;;4,15;0,07
2003;5;25;17;15;13,95;Ascolano;42,998;13,676;5;4-5;3,81;0,11
2003;6;1;1;46;9,62;Adriatico centrale;43,157;15,239;10;;4;0,11
2003;6;1;15;45;18,04;Molise;41,661;14,821;11,8;5;4,44;0,07
2003;6;21;9;0;21,18;Adriatico centrale;43,127;15,341;10;;4,35;0,07
2003;6;30;7;3;41,21;Costa pisano-livornese;43,651;10,189;6,5;;4,17;0,09
2003;7;7;15;8;12,41;Stretto di Sicilia;36,074;14,912;10;;4,32;0,07
2003;7;17;12;41;2,58;Etna - Versante nord-orientale;37,806;15,117;1;;3,62;0,34
2003;9;14;21;42;53,18;Appennino bolognese;44,255;11,38;8,3;6;5,24;0,07
2003;9;15;0;2;34,52;Appennino bolognese;44,273;11,404;9,8;;4,01;0,07
2003;11;6;1;1;35,65;Tirreno meridionale;38,67;13,863;13,8;;4,12;0,14
2003;11;14;0;22;1,06;Tirreno centrale;40,419;14,338;364,4;;4,28;0,07
2003;12;7;10;20;33,04;Forlivese;44,162;12,18;9,2;5;4,18;0,07
2003;12;16;1;11;15,6;Vallo di Diano;40,335;15,616;312,7;;4,16;0,18
2003;12;30;5;31;38,26;Molise;41,64;14,849;5;4-5;4,53;0,07
2004;2;23;19;48;45,19;Appennino lucano;40,697;15,43;9,3;4-5;3,82;0,1
2004;2;24;5;21;26,53;Appennino lucano;40,719;15,436;10,3;5;4,21;0,07
2004;3;3;2;13;25,39;Tirreno meridionale;39,85;15,235;10;5;4,55;0,07
2004;4;17;5;14;14,53;Golfo di Squillace;38,952;16,93;10;4;4,21;0,08
2004;5;5;13;39;42,93;Isole Eolie;38,547;14,792;228,6;;5,42;0,07
2004;6;1;10;32;28,67;Etna - Piano Pernicana (Linguaglossa);37,8;15,046;0,3;6-7;3,73;0,34
2004;6;1;11;18;31,5;Etna - Versante nord-orientale;37,795;15,06;0,8;;3,62;0,34
2004;7;12;13;4;6;Slovenia nord-occidentale;46,31;13,62;11,4;;5,12;0,07
2004;7;22;2;8;52,4;Etna - Versante orientale;37,703;15,111;4,4;;3,5;0,33
2004;7;22;2;11;27,05;Etna - Versante orientale;37,703;15,113;4;6-7;3,62;0,34
2004;8;28;4;4;47,94;Carnia;46,388;12,908;5;4;3,74;0,14
2004;9;3;0;4;12,75;Potentino;40,701;15,684;5;5;4,41;0,07
2004;9;14;18;9;25,86;Costa croata settentrionale;45,313;14,565;21,4;;4,12;0,07
2004;9;27;7;1;54,98;Carnia;46,493;12,905;5;3-4;3,08;0,18
2004;10;5;23;0;21,21;Valle dell'Aniene;41,866;12,989;5,6;4;3,3;0,17
2004;11;5;20;22;31,28;Tirreno meridionale;38,595;15,673;157,3;;4,07;0,2
2004;11;24;22;59;38,55;Garda occidentale;45,685;10,521;5,4;7-8;4,99;0,07
2004;11;25;6;21;15,44;Adriatico centrale;43,189;15,359;0,2;;5,25;0,07
2004;11;25;7;26;14,94;Adriatico centrale;43,23;15,308;10;;4;0,07
2004;11;29;1;8;8,54;Adriatico centrale;43,115;15,242;10;;4,01;0,07
2004;11;29;6;21;49,39;Adriatico centrale;43,106;15,2;10;;4,08;0,1
2004;12;3;8;13;13,68;Adriatico centrale;43,136;15,341;10;;4,53;0,07
2004;12;4;22;20;50,2;Prealpi Trevigiane;45,942;11,996;5,2;4-5;3,86;0,1
2004;12;9;2;44;25,29;Teramano;42,79;13,791;5;5;4,09;0,07
2004;12;12;11;52;33,18;Tirreno centrale;41,015;9,967;24,4;;4,06;0,07
2004;12;17;1;41;58,45;Adriatico centrale;43,132;15,231;1,2;;4,23;0,14
2004;12;18;9;12;46,57;Tirreno centrale;40,958;10,05;15;;4,58;0,07
2004;12;30;4;4;50,26;Monti Iblei;36,877;14,68;15,1;4;3,82;0,13
2005;2;2;2;9;15,95;Adriatico centrale;43,091;15,093;10;;4,08;0,07
2005;2;7;20;5;37,2;Stretto di Sicilia;36,228;10,912;10;;4,84;0,07
2005;2;7;20;46;26,14;Stretto di Sicilia;36,231;10,851;14,2;;5,01;0,07
2005;2;23;4;42;54,43;Stretto di Sicilia;36,833;10,505;10;;4,68;0,48
2005;3;1;5;41;37,38;Molise;41,666;14,867;9,9;4;3,68;0,16
2005;3;2;4;2;34,91;Tirreno meridionale;38,641;15,424;229,5;;4,13;0,07
2005;4;12;0;31;51,61;Maceratese;43,094;13,379;4,3;4;3,74;0,11
2005;4;13;18;46;7,69;Valle del Trebbia;44,69;9,326;3;4;3,68;0,15
2005;4;18;10;59;18,56;Valle del Trebbia;44,724;9,348;7,8;4;3,97;0,07
2005;4;19;0;52;26,6;Etna - Contrada Cubisia (Acicatena);37,623;15,133;0,4;5-6;2,22;0,27
2005;4;22;15;40;50,45;Ionio meridionale;35,249;15,293;44,6;;4,03;0,11
2005;4;23;19;11;41,69;Costa calabra settentrionale;39,458;16,826;19,1;4;4,15;0,07
2005;5;21;19;55;19;Area Nolana;40,991;14,515;16,1;5;4,07;0,07
2005;6;12;21;16;14,2;Val di Susa;45,129;7,275;29,6;5;3,79;0,09
2005;6;27;3;2;15,28;Stretto di Sicilia;36,021;11,257;10;;4,17;0,11
2005;7;5;12;33;50,8;Canavese;45,326;7,682;12,5;5;3,48;0,12
2005;7;15;15;17;18;Forlivese;44,207;12,117;22,8;4-5;4,29;0,07
2005;7;26;3;32;18,22;Tirreno meridionale;40,04;12,717;517,3;;4,51;0,07
2005;8;14;7;6;53,73;Tirreno meridionale;38,912;15,449;223,4;;4,26;0,15
2005;8;14;21;56;48,72;Etna - Versante nord-orientale;37,81;15,112;1,1;;3,5;0,33
2005;8;22;12;2;7,4;Costa laziale;41,365;12,446;17,4;5-6;4,78;0,07
2005;9;8;11;27;17,5;Massif du Mont-Blanc;46,04;6,88;7;;4,44;0,07
2005;10;30;6;6;49,93;Etna - Versante meridionale;37,636;15,045;7,2;;3,7;0,34
2005;10;31;0;2;41,21;Etna - Trecastagni;37,615;15,066;;6-7;3,8;0,35
